tool_id,tool_slug,tool_name,logo_ok,logo_status,logo_ctype,gallery_ok_count,gallery_total,tutorials_ok_count,tutorials_total,notes
b7941dcc-cbcc-4262-baf2-3261c45bd910,crewai,CrewAI,ok,200,image/png,1,1,0,3,
1b519ba5-7b97-418d-8d09-33092f36e099,intercom-fin,Intercom Fin,ok,200,image/png,1,1,0,3,
7c462b70-0b06-4777-b3dd-6d8c038bf9c1,zendesk-ai,Zendesk AI,ok,200,image/png,1,1,0,3,
a2c8dee1-cc38-441a-97da-1ac9dbbcf722,freddy-ai,Freshworks Freddy,ok,200,image/png,1,1,0,3,
dc9b2a98-64e4-4166-8902-99367d464ef9,shopify-magic,Shopify Magic,ok,200,image/png,1,1,0,3,
33cfc529-4513-46c8-9b01-d1ff05d94bff,klaviyo-ai,Klaviyo AI,ok,200,image/png,1,1,0,3,
f5577232-674d-4df7-81fc-149107e6e7a6,ashby-ai,Ashby AI,ok,200,image/png,1,1,0,3,
87a395a1-85bb-4849-9fd6-25405f499613,hireez,HireEZ,ok,200,image/png,1,1,0,3,
498f4d95-3ca3-4262-bbd4-c80a4d1b2e8e,pigment-ai,Pigment AI,ok,200,image/png,1,1,0,3,
69717c32-b024-490e-b723-46f98087ba08,anaplan-planiq,Anaplan PlanIQ,ok,200,image/png,1,1,0,3,
44b9ec81-ae31-4286-8dfe-ad4ed03678dd,abridge,Abridge,ok,200,image/png,1,1,0,3,
58ad139d-a146-44f4-8046-9915aab76414,nuance-dax,Nuance DAX Copilot,ok,200,image/png,1,1,0,3,
7784c281-6e3c-43a2-af65-8ec0b985bf38,harvey,Harvey,ok,200,image/png,1,1,0,3,
580e5b9f-13f1-4246-8788-b892c521a0aa,spellbook,Spellbook,ok,200,image/png,1,1,0,3,
3fa91d2d-5064-4e29-b86c-295fd48c3fe8,openai-gpts-19,OpenAI GPTs #19,ok,200,image/png,1,1,0,3,
7b1877c5-06a5-40ec-9f96-547da0734f17,openrouter-20,OpenRouter #20,ok,200,image/png,1,1,0,3,
4fd12f70-e85a-4f6b-968e-987417a96e21,fixie-21,Fixie #21,ok,200,image/png,1,1,0,3,
5da3f961-c434-466d-8ac1-81c3bb1e461f,langgraph-22,LangGraph #22,ok,200,image/png,1,1,0,3,
c5649bb3-3a98-495d-9afe-5dc91fd261f8,crewai-23,CrewAI #23,ok,200,image/png,1,1,0,3,
466af441-6c18-47c5-81f2-40561871d669,intercom-fin-24,Intercom Fin #24,ok,200,image/png,1,1,0,3,
bcee2e4e-c541-4265-b9e5-4983e4ac4487,zendesk-ai-25,Zendesk AI #25,ok,200,image/png,1,1,0,3,
2bfc7473-040c-41ba-9d8a-c96df58d0e80,freddy-ai-26,Freshworks Freddy #26,ok,200,image/png,1,1,0,3,
2d006bdd-65ba-448c-95e2-fa688298dd8d,shopify-magic-27,Shopify Magic #27,ok,200,image/png,1,1,0,3,
38247aed-6b1e-4a78-9e05-34092a2638c5,klaviyo-ai-28,Klaviyo AI #28,ok,200,image/png,1,1,0,3,
3a68034c-8f0b-464f-8d86-3dbe5ad37623,ashby-ai-29,Ashby AI #29,ok,200,image/png,1,1,0,3,
d18d006c-81dd-4ed2-83b5-0e5a1ccd3424,hireez-30,HireEZ #30,ok,200,image/png,1,1,0,3,
3b4ecdd8-5319-48b8-aa6c-cc80f93f7f5e,codecov-ai,CodeCov AI,ok,200,image/png,1,1,0,3,
54e130aa-f888-4bd0-917b-61c30dc3c1d2,datadog-ai,Datadog AI,ok,200,image/png,1,1,0,3,
e7f5e9a7-9897-490e-bba1-a99c79327d38,sentry-ai,Sentry AI,ok,200,image/png,1,1,0,3,
8cc9bf1a-a928-4ce4-b9eb-00d825f8ee86,you-ai,Neeva AI (You.com),ok,200,image/jpeg,1,1,0,3,
bbda0b2b-ba58-48fc-bae3-cb8bf96944af,removebg,Remove.bg,ok,200,image/png,1,1,0,3,
dab67d97-33e4-4c31-af1b-43fd8d50cd5d,cleanup-pictures,Cleanup.Pictures,ok,200,image/png,1,1,0,3,
c9c508c5-ca3a-47ea-89a7-5f516407b7a2,adobe-podcast-enhance,Adobe Podcast Enhance,ok,200,image/png,1,1,0,3,
4483a225-129b-4883-bbc6-81e8eb155075,grammarly,Grammarly,ok,200,image/png,1,1,0,3,
e6fdf185-7219-4915-b103-529bd94ec4ff,quillbot,QuillBot,ok,200,image/png,1,1,0,3,
07e9c2b4-70fb-4454-9ec8-0c119a6181a3,hex-magic,Hex Magic,ok,200,image/png,1,1,0,3,
c82121db-caca-4224-84f6-77dd858aed3f,popsql-ai,PopSQL AI,ok,200,image/png,1,1,0,3,
1a7cc6f6-5b2e-4410-b5eb-20dca155b7ef,codecov-ai-12,CodeCov AI #12,ok,200,image/png,1,1,0,3,
16fffa26-bc3c-4873-8e39-597cc3524390,datadog-ai-13,Datadog AI #13,ok,200,image/png,1,1,0,3,
80752153-3dd3-468e-a610-28a4270bbc5a,sentry-ai-14,Sentry AI #14,ok,200,image/png,1,1,0,3,
3adb4e57-1168-4fda-b2ef-3ed9f39f7894,you-ai-15,Neeva AI (You.com) #15,ok,200,image/jpeg,1,1,0,3,
492e81d2-53ab-4590-88fa-b956ded1134e,removebg-16,Remove.bg #16,ok,200,image/png,1,1,0,3,
d029c490-6773-4c8d-a5c5-d526446e9489,cleanup-pictures-17,Cleanup.Pictures #17,ok,200,image/png,1,1,0,3,
4577858b-46a1-4f6e-92ab-0490a07f1dfb,adobe-podcast-enhance-18,Adobe Podcast Enhance #18,ok,200,image/png,1,1,0,3,
0d1cb48b-daee-4caa-b855-210cab9c12f3,grammarly-19,Grammarly #19,ok,200,image/png,1,1,0,3,
25398e39-8d8d-4883-bc63-45c8e40f7ec7,quillbot-20,QuillBot #20,ok,200,image/png,1,1,0,3,
e7f6facd-a6c3-49e4-bf27-b83886cb911e,hex-magic-21,Hex Magic #21,ok,200,image/png,1,1,0,3,
d74d08e0-bcd4-4c54-b518-c0514f6123c0,popsql-ai-22,PopSQL AI #22,ok,200,image/png,1,1,0,3,
52777dd1-9799-4e3b-ad99-417c14885817,codecov-ai-23,CodeCov AI #23,ok,200,image/png,1,1,0,3,
008bbbba-0780-4aac-b0d7-97cf57374521,datadog-ai-24,Datadog AI #24,ok,200,image/png,1,1,0,3,
5eb4540e-5d87-440d-987d-75de6a4b4171,sentry-ai-25,Sentry AI #25,ok,200,image/png,1,1,0,3,
e87294c3-15e7-46d4-8246-905a50403c4d,you-ai-26,Neeva AI (You.com) #26,ok,200,image/jpeg,1,1,0,3,
e27b2e78-f6b5-4864-b40a-4da2cbaa41ea,removebg-27,Remove.bg #27,ok,200,image/png,1,1,0,3,
e831d9ff-07e3-476d-a0ac-c88c24dcd9d3,cleanup-pictures-28,Cleanup.Pictures #28,ok,200,image/png,1,1,0,3,
204c0f3e-260f-4b65-ae8f-d8deca325086,adobe-podcast-enhance-29,Adobe Podcast Enhance #29,ok,200,image/png,1,1,0,3,
5a9b0fca-de55-4684-ae34-c6ab82ac95c4,grammarly-30,Grammarly #30,ok,200,image/png,1,1,0,3,
57234a7a-c810-45b0-b43e-4ab174f54db6,runway,Runway,ok,200,image/png,0,1,0,3,
fe4067e2-87d9-4ecd-87c6-0983ce4f0dd5,pika,Pika,ok,200,image/png,1,1,0,3,
94fd13dc-1650-4262-b22b-b6973bb38e08,synthesia,Synthesia,ok,200,image/png,1,1,0,3,
8ea21465-db25-409a-a6d8-9b65bb386801,heygen,HeyGen,ok,200,image/png,0,1,0,3,
9204b39a-8f93-4bc5-bf07-d09cdafde78b,descript,Descript,ok,200,image/png,1,1,0,3,
99b7b1ff-c46f-466c-bdd5-de440a7bd2a5,elevenlabs,ElevenLabs,ok,200,image/png,1,1,0,3,
43cbf7f1-184e-4190-8ccb-466f9d020689,playht,PlayHT,ok,200,image/png,1,1,0,3,
67815878-dedc-4e22-a4a0-e23a89b57ae3,whisper,Whisper (OpenAI),ok,200,image/png,1,1,0,3,
0dbd10c7-cadb-4cbb-bd3b-8dabc05cac24,midjourney,Midjourney,ok,200,image/png,1,1,0,3,
26c55587-1925-48dd-81bf-5a66c86cdfd5,adobe-firefly,Adobe Firefly,ok,200,image/png,1,1,0,3,
188d64e0-a7b4-450a-b85e-93a0de0a0fa5,dall-e,DALL·E,ok,200,image/png,1,1,0,3,
13fa389d-e400-4625-b44f-4798a8caa5bc,stable-diffusion,Stable Diffusion,ok,200,image/png,1,1,0,3,
843b0cc0-519b-4f99-902f-b7788e1ef5c3,copilot,GitHub Copilot,ok,200,image/png,1,1,0,3,
5d5d6846-a5b0-4e1b-91e4-c8779ff09986,tabnine,Tabnine,ok,200,image/png,1,1,0,3,
475b1f61-02d7-479d-9287-6315162d5705,replit-ghostwriter,Replit Ghostwriter,ok,200,image/png,1,1,0,3,
7caf94d6-1eac-4eb2-88aa-ab73731be956,cursor,Cursor,ok,200,image/png,1,1,0,3,
1e736c29-914a-4720-946a-18923f253560,codeium,Codeium,ok,200,image/png,1,1,0,3,
81921d43-509e-448b-b939-7ebf92cc5aa8,perplexity,Perplexity,ok,200,image/png,1,1,0,3,
e7e5cdd6-88cd-4fad-8ea7-f45c3af7ca4d,elicit,Elicit,ok,200,image/png,1,1,0,3,
622a7824-4b45-4c65-9123-f1eb93a9af0e,scite,Scite,ok,200,image/png,1,1,0,3,
abf82bb6-56ca-4cc0-9d03-c95e126dbc57,docsumo,Docsumo,ok,200,image/png,1,1,0,3,
5826c289-8b89-4d2d-8b7a-bdc053e9d766,rossum,Rossum,ok,200,image/png,1,1,0,3,
56f70841-8b8a-48c9-bc3b-eb3030ec2f96,nanonets,Nanonets,ok,200,image/png,1,1,0,3,
2134b625-6747-4254-98e5-9f6c8243b235,looker,Looker (Google),ok,200,image/png,1,1,0,3,
bb106268-91da-48f1-94fa-a763580b9284,metabase,Metabase,ok,200,image/png,1,1,0,3,
3e5969be-638d-465a-b75c-c3f1d524c7a1,superset,Apache Superset,ok,200,image/png,1,1,0,3,
0ef33333-b33f-4b5c-8d3e-0e989d01c054,wandb,Weights & Biases,ok,200,image/png,1,1,0,3,
17594373-9fe1-4ff6-87d4-0fea0fcdbc72,langchain,LangChain,ok,200,image/png,1,1,0,3,
d5d69ec1-3161-4677-805a-00c56ce7a5bb,llamaindex,LlamaIndex,ok,200,image/png,1,1,0,3,
7e07c202-61e6-4898-8283-24c7521b1620,wandb-weave,W&B Weave,ok,200,image/png,1,1,0,3,
87f3c5a6-7098-4888-828b-67b8b02e4903,humanloop,Humanloop,ok,200,image/png,1,1,0,3,
692eff99-7715-4b8f-a589-56318b0f8020,promptlayer,PromptLayer,ok,200,image/png,1,1,0,3,
2c1a4a08-c21f-4009-bc0f-9ab253b947e2,dall-e-3,DALL·E 3,ok,200,image/png,1,1,0,3,
77320661-0549-4060-ad97-0e40cce14d65,stable-diffusion-sdxl,Stable Diffusion SDXL,ok,200,image/png,1,1,0,3,
9000e5d4-6896-4175-a265-73fbdc00572a,leonardo-ai,Leonardo AI,ok,200,image/png,1,1,0,3,
9a5b8776-d96e-4727-9a7d-21fae5bed5e8,runway-gen-2,Runway Gen-2,ok,200,image/png,1,1,0,3,
3b227c97-3da1-404e-ab20-21598197741e,kapwing,Kapwing,ok,200,image/png,1,1,0,3,
b21e6bc0-077d-4452-b7c3-3f6f2de26dce,play-ht,Play.ht,ok,200,image/png,1,1,0,3,
749e84d8-d8a4-4eb3-b23b-d882f99e79a5,github-copilot,GitHub Copilot,ok,200,image/png,1,1,0,3,
795076b9-27ec-401b-8aa0-11f9dbbbb573,chatgpt,ChatGPT,ok,200,image/png,1,1,0,3,
a571cbc7-8773-4380-a4a6-2987b0f17b1a,claude,Claude,ok,200,image/png,1,1,0,3,
23b1eb5a-f3d7-4dc0-bfe6-adcc36941598,canva-magic-studio,Canva Magic Studio,ok,200,image/jpeg,1,1,0,3,
902dd6f4-9062-48b6-aca3-92b81bbbcccf,runpod,RunPod,ok,200,image/png,1,1,0,3,
d92f380c-11f6-41be-a06a-c6426d789426,replicate,Replicate,ok,200,image/jpeg,1,1,0,3,
aa3b73dc-8cbe-4da6-bf1b-f864e6bf86f9,luma-ai-video,Luma AI (Video),ok,200,image/png,1,1,0,3,
83ba0562-055a-4645-b9e6-a3ac14439cc3,huggingface-spaces,Hugging Face Spaces,ok,200,image/png,1,1,0,3,
aae82914-b679-4c22-9596-d1fcba0cfc0e,canva,Canva,ok,200,image/jpeg,1,1,0,3,
cfd53c0b-ed7a-4218-ad2a-98cc263967a5,figma,Figma,ok,200,image/jpeg,1,1,0,3,
01b333c0-e031-4a17-9e43-a5b422b131e9,canva-magic-write,Canva Magic Write,ok,200,image/jpeg,1,1,0,3,
b0b6fa28-979e-4884-b286-835462e43ed7,veed-io,Veed.io,ok,200,image/png,1,1,0,3,
262c7ad4-2078-428b-8bcc-4482041d68ec,opus-clip,OpusClip,ok,200,image/png,1,1,0,3,
1b8e2322-a338-4d4f-a83e-e7dc90720526,capcut,CapCut,ok,200,image/png,1,1,0,3,
41c6d40b-aa6f-4e86-8dad-4107159a096f,aiva,AIVA,ok,200,image/png,1,1,0,3,
ce411313-9221-432d-94a6-a1bd646b34be,soundraw,Soundraw,ok,200,image/png,1,1,0,3,
c40687c0-2a2e-458a-afee-7a8cb2dccfac,krisp,Krisp,ok,200,image/png,1,1,0,3,
8a7b169d-d375-494d-9c48-6bc8d82f2438,codewhisperer,Amazon CodeWhisperer,ok,200,image/png,1,1,0,3,
1f64602f-9596-432a-a4c8-e4f1d96ec213,snyk,Snyk,ok,200,image/png,1,1,0,3,
630a99cd-6696-47b4-9c5c-35dcbf5638a2,datadog,Datadog,ok,200,image/png,1,1,0,3,
3f3cf08c-a438-4e5f-9cba-d188d22b1d6e,sentry,Sentry,ok,200,image/png,1,1,0,3,
7cb6c3bb-a1ae-44dd-8f89-c0bb3d455980,tome,Tome,ok,200,image/png,1,1,0,3,
f5728fac-90a8-4b72-9ec4-037bfd155f41,gamma,Gamma,ok,200,image/jpeg,1,1,0,3,
86e51e22-1302-43f5-8e4f-07e655635bfb,tella,Tella,ok,200,image/png,1,1,0,3,
79d88e8c-c0e0-4d3b-a80f-d34b1488043a,loom,Loom,ok,200,image/png,1,1,0,3,
c6eb82c8-6e88-4148-8848-240b1cae7321,otter-ai,Otter.ai,ok,200,image/png,1,1,0,3,
c0c15b94-0953-4fe9-a650-d86f98b1fccb,notion,Notion,ok,200,image/png,1,1,0,3,
8f2f8040-1096-4a61-b119-a9dd201957f4,airtable,Airtable,ok,200,image/png,1,1,0,3,
023d0ce3-c028-4c4f-ba6a-28fa68628241,zapier,Zapier,ok,200,image/png,1,1,0,3,
0e00a63e-022b-482e-b9fe-b8dc5d8e660e,make,Make (Integromat),ok,200,image/jpeg,1,1,0,3,
62859e21-8486-4d2a-8fc2-2bc343b424a0,zapier-interfaces,Zapier Interfaces,ok,200,image/png,1,1,0,3,
2c64b80a-04a7-458e-a08f-907366b1f534,superhuman,Superhuman,ok,200,image/png,1,1,0,3,
e73e7891-d5d2-4818-a0de-7f09b291a7a2,miro,Miro,ok,200,image/png,0,1,0,3,
1be8aa52-effd-43c6-a6f4-a267582e64db,linear,Linear,ok,200,image/jpeg,1,1,0,3,
65e42d49-8fd3-494d-94f5-0ccc0d3a6ace,clickup,ClickUp,ok,200,image/png,1,1,0,3,
e7ea7836-a40f-4f13-9b67-521cb94f85d9,asana,Asana,ok,200,image/png,1,1,0,3,
6c24d469-af64-4c01-8057-013c20cc905a,trello,Trello,ok,200,image/png,1,1,0,3,
84fb2d7c-5b09-4f60-88ea-a7a9172fe2d2,super-so,Super.so,ok,200,image/png,1,1,0,3,
8da73c0a-ec53-4d2c-8974-88040bf2c58e,framer,Framer,ok,200,image/jpeg,1,1,0,3,
bb4efa36-a82b-42c1-9e1f-3b2860275816,writesonic,Writesonic,ok,200,image/png,1,1,0,3,
e3ea0a01-b8a9-4bc9-8cd3-76fd5451cf02,anyword,Anyword,ok,200,image/png,1,1,0,3,
41391a87-3553-4efa-8381-ae9f33dad62b,rytr,Rytr,ok,200,image/png,1,1,0,3,
8a8de5ea-c64a-4d97-a444-5564f07febd9,surfer-seo,Surfer SEO,ok,200,image/png,1,1,0,3,
4df33bf9-a2b8-48c2-ad50-708309de73c9,frase,Frase,ok,200,image/png,1,1,0,3,
da615597-804d-4952-a2b5-8de92657190b,marketmuse,MarketMuse,ok,200,image/png,1,1,0,3,
6e274b14-6713-4638-9294-6f24f22f9c63,fotor,Fotor,ok,200,image/png,1,1,0,3,
063d0e7b-cd6f-4775-8899-039e58c3fac4,remove-bg,Remove.bg,ok,200,image/png,1,1,0,3,
d7598daa-5c8d-41c1-b1ac-86df681e5d14,clipdrop,ClipDrop,ok,200,image/png,1,1,0,3,
7e84a040-2eaf-49ba-b819-7a675d7dca4c,topaz-photo-ai,Topaz Photo AI,ok,200,image/png,1,1,0,3,
21b06b0d-dee8-4688-a7f7-bfcd63e7c5a3,jetbrains-ai,JetBrains AI Assistant,ok,200,image/png,1,1,0,3,
ef617bca-6d3a-4acf-9df0-d0e55eaf993b,amazon-q,Amazon Q Developer,ok,200,image/png,1,1,0,3,
40ffd3d4-d830-406c-9957-2ff71067e049,cody,Cody (Sourcegraph),ok,200,image/png,1,1,0,3,
b7829ccb-19c8-45a4-99f6-1abf3652d80e,supermaven,Supermaven,ok,200,image/png,1,1,0,3,
56cc468a-5d67-4a1d-a647-b1554abc4c2b,phind,Phind,ok,200,image/png,1,1,0,3,
66f88418-29fc-4198-80ff-9917a540d090,you-com,You.com,ok,200,image/jpeg,1,1,0,3,
252c5447-9229-4a71-b1ec-a5a18459e474,pinecone,Pinecone,ok,200,image/png,1,1,0,3,
ecfcf263-ddb4-4ec4-be5b-12a3bab84cb2,weaviate,Weaviate,ok,200,image/jpeg,1,1,0,3,
3f537f89-d485-4fc4-aec5-0a817065ad8b,qdrant,Qdrant,ok,200,image/png,1,1,0,3,
7362b01d-a8c4-4a36-9734-cc76da3bc2bd,milvus,Milvus,ok,200,image/png,1,1,0,3,
322f41e0-baf3-47e0-a49e-ea8835114dd3,character-ai,Character.AI,ok,200,image/png,1,1,0,3,
7c3221c1-d43a-49e1-aac7-5e6fdd60b53d,poe,Poe by Quora,ok,200,image/png,1,1,0,3,
65cfae78-1801-4b37-8364-6fd35cb5d772,posthog,PostHog,ok,200,image/png,1,1,0,3,
c44b301a-087e-4cb7-b08f-7adda3e0918d,mixpanel,Mixpanel,ok,200,image/png,1,1,0,3,
